Artist,Title,Album,Date,Lyric,Year,Unnamed: 0
Ariana Grande,ghostin,"thank u, next",2/8/2019,i know you hear me when i cry i try to hold it in at night while you're sleeping next to me but it's your arms that i need this time this time look at the cards that we've been dealt if you were anybody else probably wouldn't last a day every tear's a rain parade from hell from hell  pre baby you do it so well you've been so understanding you've been so good and i'm puttin' you through more than one ever should and i'm hating myself 'cause you don't want to admit that it hurts you   i know that it breaks your heart when i cry again over him mmh i know that it breaks your heart when i cry again 'stead of ghostin' him  post we'll get through this we'll get past this i'm a girl with a whole lot of baggage but i love you we'll get past this i'm a girl with a whole lot of baggage oh yeah   though i wish he were here instead don't want that living in your head he just comes to visit me when i'm dreaming every now and then and then and after all that we been through and after all that we been through there's so much to look forward to what was done and what was said leave it all here in this bed with you with you  pre baby you do it so well you've been so understanding you've been so good and i'm puttin' you through more than one ever should and i'm hating myself 'cause you don't want to admit that it hurts you baby   i know that it breaks your heart when i cry again over him mmh i know that it breaks your heart when i cry again 'stead of ghostin' him  post we'll get through this we'll get past this i'm a girl with girl with a whole lot of baggage but i love you love you we'll get past this past this i'm a girl with a whole lot of baggage yeah yeah,2019,
Ariana Grande,pete davidson,Sweetener,8/17/2018,mmm yeah yuh  i thought you into my life whoa look at my mind yuh no better place or a time look how they align unimust have my back fell from the sky into my lap and i know you know that you're my soulmate and all that im like ooh ooh my whole life got me ready for you ooh ooh   got me happy happy i'ma be happy happy yeah i'ma be happy happy wont get no crying from me yeah gonna be happy happy i'ma be happy happy happy i'ma be happy happy yeah gonna be happy happy i'ma be happy happy i'ma be happy happy yeah gonna be happy happy i'ma be happy happy i'ma be happy happy,2018,
Ariana Grande,in my head,"thank u, next",2/8/2019,doug middlebrook here's the thing youre in love with a version of a person that you've created in your head that you are trying to but cannot fix uh the only person you can fix is yourself i love you this has gone on way too long enough is enough i'm two blocks away im coming over   ariana grande painted a picture i thought i knew you well i got a habit of seeing what isn't there caught in the moment tangled up in your sheets when you broke my heart i said you only wanted half of me  pre ariana grande my imagination's too creative they see demon i see angel angel angel angel without the halo wingless angel   ariana grande falling falling but i never thought you'd leave me falling falling needed something to believe in oh i thought you were the one but it was all in my head it was all in my head skrrt skrrt  post ariana grande yeah look at you you boy i invented you your gucci tennis shoes runnin' from your issues cardio good for the heart for the heart i figured we could work it out hmm   ariana grande painted a picture i thought i drew you well i had a vision seeing what isn't there caught in the moment tangled up in your sheets when you broke my heart said you only wanted half of me  pre ariana grande my imagination's too creative they see cain and i see abel abel abel abel abel i know you're able willin and able   ariana grande falling falling but i thought that you would need me falling falling needed something to believe in oh i thought you were the one but it was all in my head it was all in my head skrrt skrrt  post ariana grande yeah look at you you boy i invented you your gucci tennis shoes runnin from your issues cardio good for the heart for the heart i figured we could work it out hmm   ariana grande wanted you to grow but boy you wasn't budding everything you are made you everything you arent i saw your potential without seein' credentials maybe that's the issue yeah yeah said maybe that's the issue ah cant hold that shit against you ah guess i did it to myself yeah thought you were somebody else you   thought you were somebody else you you thought you were somebody else you,2019,
Ariana Grande,sweetener,Sweetener,8/17/2018,pre ariana grande  pharrell when life deals us cards ayy ayy ayy ayy make everything taste like it is salt ayy ooh ayy ayy ayy then you come through like the sweetener you are  ayy ayy ayy ayy to bring the bitter taste to a halt  ayy ayy ayy ayy ayy   ariana grande  pharrell and then you get it get it get it get it ayy hit it hit it hit it hit it ayy flip it flip it flip it you make me say oh sheesh oh sheesh twist it twist it twist it twist it mix it and mix it and mix it and mix it kiss it kiss it kiss it you make me say oh sheesh oh sheesh   ariana grande  pharrell i like the way you lick the bowl you lick the bowl sheesh somehow your method touches sheesh my soul sheesh touches my soul yeah it lifts me up to heights unknown ayy sweetener sweetener sweetener sweetener sweetener so when they ask how's life sheesh i go sheesh  pre ariana grande  pharrell when life deals us cards ayy ayy ayy ayy make everything taste like it is salt ayy ooh ayy ayy ayy then you come through like the sweetener you are  ayy ayy ayy ayy to bring the bitter taste to a halt  ayy ayy ayy ayy ayy   ariana grande  pharrell and then you get it get it get it get it ayy hit it hit it hit it hit it ayy flip it flip it flip it you make me say oh sheesh oh sheesh twist it twist it twist it twist it mix it and mix it and mix it and mix it kiss it kiss it kiss it you make me say oh sheesh oh sheesh   ariana grande  pharrell your mama sent us horoscopes us horoscopes sheesh had so much fun watching them unfold sheesh watching them unfold yeah you said she like me i smile ayy i know sweetener sweetener sweetener sweetener sweetener so when they ask hows life sheesh i go sheesh  pre ariana grande  pharrell when life deals us cards ayy ayy ayy ayy make everything taste like it is salt ayy ooh ayy ayy ayy then you come through like the sweetener you are  ayy ayy ayy ayy to bring the bitter taste to a halt  ayy ayy ayy ayy ayy   ariana grande  pharrell and then you get it get it get it get it ayy hit it hit it hit it hit it ayy flip it flip it flip it you make me say oh sheesh oh sheesh twist it twist it twist it twist it mix it and mix it and mix it and mix it kiss it kiss it kiss it you make me say oh sheesh oh sheesh   ariana grande  pharrell and then we lay it back talk the rest of the night things that we can light make me say oh sheesh oh sheesh talking 'bout what you wanna do whether it's wrong or right i am followin you 'cause you make me say oh sheesh oh sheesh hey said i don't know what i'd do without you in my life ayy it'd be so sour sweetener ayy i'm hoping that everybody can experience what we have in ours sweetener sweetener ayy ayy ayy sweetener ayy ayy ayy  pre ariana grande  pharrell when life deals us cards ayy ayy ayy ayy make everything taste like it is salt sheesh sheesh then you come through like the sweetener ayy ayy ayy ayy ayy you are to bring the bitter taste to a halt sheesh sheesh   ariana grande  pharrell and then you get it get it get it get it ayy hit it hit it hit it hit it ayy flip it flip it flip it you make me say oh sheesh oh sheesh twist it twist it twist it twist it mix it and mix it and mix it and mix it kiss it kiss it kiss it sweetener sweetener sweetener sweet you make me say oh sheesh oh sheesh you make me say oh babe hey ayy oh yeah,2018,
Ariana Grande,NASA,"thank u, next",2/8/2019,shangela laquifa wadley this is one small step for woman one giant leap for womankind   i'd rather be alone tonight you can say i love you through the phone tonight really dont wanna be in your arms tonight i'll just use my covers to stay warm tonight think i'm better off here all alone tonight aint no checkin' on when i get home tonight just makin' sure i'm good on my own tonight even though there isn't nothin' wrong tonight  pre yeah i'm just sayin' baby i cant really miss you if im with you and when i miss you it'll change the way i kiss you baby you know time apart is beneficial its like i'm the uniand you be nasa   give you the whole world i'ma need space i'ma need space ima i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa give you the whole world i'ma need space i'ma need space i'ma i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa   bottom line usually i would love it if you stayed the night i just think i'm on another page tonight it ain't nothing wrong with saying i need me time usually i would orbit around you but gravity seems to be the only thing that's pulling me you'll be my rise and shine soon as them stars align mmm  pre baby i can't really miss you if i'm with you and when i miss you it'll change the way i kiss you baby you know time apart is beneficial it's like i'm the uniand you be nasa   give you the whole world i'ma need space i'ma need space i'ma i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa give you the whole world i'ma need space i'ma need space i'ma i'ma need you know i'm a star space i'ma need space i'ma need space i'ma i'ma need space nasa   you don't wanna leave me but i'm tryna selfdiscover keep me in your orbit and you know you'll drag me under you don't wanna leave me but i'm tryna selfdiscover you don't wanna leave me but i'm tryna selfdiscover keep me in your orbit and you know you'll drag me under keep me in your orbit and you know you'll drag me under   i'd rather be alone tonight mmm you can say i love you through the phone tonight ah hmmmmm,2019,
Ariana Grande,Dangerous Woman,Dangerous Woman,3/11/2016,oh yeah   don't need permission made my decision to test my limits 'cause it's my business god as my witness start what i finished don't need no hold up taking control of this kind of moment i'm locked and loaded completely focused my mind is open  pre all that you got skin to skin oh my god don't you stop boy   somethin' 'bout you makes me feel like a dangerous woman somethin' 'bout somethin' 'bout somethin' 'bout you makes me wanna do things that i shouldn't somethin' 'bout somethin' 'bout somethin' 'bout   nothing to prove and i'm bulletproof and know what i'm doing the way we're movin' like ducing us to a new thing i wanna savor save it for later the taste the flavor 'cause i'm a taker 'cause i'm a giver it's only nature i live for danger  pre all that you got skin to skin oh my god don't ya stop boy oh yeah   somethin' 'bout you makes me feel like a dangerous woman somethin' 'bout somethin' 'bout somethin' 'bout you makes me wanna do things that i shouldn't somethin' 'bout somethin' 'bout somethin' 'bout you  post all girls wanna be like that bad girls underneath like that you know how i'm feeling inside somethin' 'bout somethin' 'bout all girls wanna be like that bad girls underneath like that you know how i'm feeling inside somethin' 'bout somethin' 'bout   mmmhmm oohooh   somethin' 'bout you makes me feel like a dangerous woman somethin' 'bout somethin' 'bout somethin' 'bout you eheh makes me wanna do things that i shouldn't yeah somethin' 'bout somethin' 'bout somethin' 'bout you yeah  post all girls wanna be like that hmmmmm bad girls underneath like that you know how i'm feeling inside you know how i'm feeling inside baby somethin' 'bout somethin' 'bout all girls wanna be like that bad girls underneath like that you know how i'm feeling inside somethin' 'bout somethin' 'bout   yeah there's somethin' 'bout you boy heh yeah there's somethin' 'bout you boy ohohoh hey yeah there's somethin' 'bout you boy yeah there's somethin' 'bout you boy somethin' 'bout somethin' 'bout somethin' 'bout you yeah there's somethin' 'bout you boy yeah there's somethin' 'bout you boy yeah there's somethin' 'bout you boy yeah there's somethin' 'bout you boy yeah there's somethin' 'bout you boy oh yeah somethin' 'bout somethin' 'bout somethin' 'bout you,2016,
Ariana Grande,Let Me Love You,Dangerous Woman,4/18/2016,ariana grande i just broke up with my ex now im out here single i dont really know whats next but i aint even trippin' i'ma chill and sit back and i know they will be coming from the right and the left left left i just broke up with my ex and you're the one im feeling as i'm laying on your chest good conversation got me holding my breath and i dont normally say this but goddamn you the best best best  pre ariana grande and if it feels right promise i don't mind and if it feels right promise i'll stay here all night   ariana grande just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you   ariana grande as i'm laying on your chest i'll be out here thinkin' 'bout it boy it's just a guess but something just keeps telling me i'm better than the rest and i ain't tryna rush you but goddamn i'm a mess mess mess  pre ariana grande and if it feels right promise i don't mind and if it feels right promise i'll stay here all night   ariana grande just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you just let me looooooolove you you   lil wayne i say girl you need a hot boy she say you need to stop  with them thots boy i say you need a real  she say yes lord and what you need your ex for i'm triple x lord okay ariana my lil mama goodbye to the good girl my ex tripping it's no biggie i pac shook her i'm laid up with my new thing she lay her head on my new chain then the mood change then my name change from 'lil wayne' to ooh wayne oh lord she grinding on this grande oh lord i'm drowning i'm gonna need that coast guard and when it comes to that  i give her amnesia she just looking for love she says she single and i'm her feature oh my god   ariana grande  lil wayne you're no good boy just let me love you baby just let me looooooolove you you tunechi mula baby just let me looooooolove you you boy just let me love you yeah yeah ah just let me looooooolove you you she just looking for love i'm looking for love just let me looooooolove you you she just looking for love yeah yeah i'm looking for love baby just let me looooooolove you you she just looking for love yeah i'm looking for love baby just let me looooooolove you you she just looking for love yeah hey yeah yeah yeah she's just looking for love mmm yeah   lil wayne  ariana grande i'ma give her that love yeah he gon' gimme that love she's just looking for love oh boy i'm looking for love baby i'ma give her that love i'ma give her that i'ma give her that,2016,
Ariana Grande,bloodline,"thank u, next",2/8/2019,marjorie grande because i'm trying to do the best i can and they can't find something to satisfy me ugh   ariana grande mmm yeah yuh even though you're bad for me i know you're the one that i'm thinkin' got me feelin' so incredible would you mind maybe linkin'  pre ariana grande love me love me baby are you down can you let me know love me thank you leave me put it down then it's time to go get it like you love me but you don't boy it's just for show take it or leave it you gotta take it or leave it like uh   ariana grande don't want you in my bloodline yeah just wanna have a good time yeah and no need to apologize no but you gon' have to let this shit go don't want you in my bloodline yeah not tryna make you all mine yeah and no need to apologize no but you gon' have to let this shit go yeah  post ariana grande yeaheheh yeaheh yeah yeah yuh   ariana grande no we won't be talking the next day i ain't got nothin' to say hell nah i ain't lookin' for my one true love yeah that ship sailed away  pre ariana grande love me love me baby are you down can you let me know love me thank you leave me put it down then it's time to go get it like you love me but you don't boy it's just for show take it or leave it you gotta take it or leave it like uh   ariana grande don't want you in my bloodline yeah just wanna have a good time yeah and no need to apologize no but you gon' have to let this shit go don't want you in my bloodline yeah don't want you in my not tryna make you all mine yeah not tryna make you and no need to apologize no and no need to yeah but you gon' have to let this shit go yeah  post ariana grande oh yeah yeaheheh yeaheh yeah yeah yeah   ariana grande say i know what you want what you want from me i know what you think what you think you see so what you think i know what you looking for but i'm complete yee i know what you need but it won't be me i know what you want what you want from me i know what you think what you think you see i know what you looking for but i'm complete i know what you need but it won't be me but it won't be me   ariana grande don't want you in my bloodline yeah don't want you in my bloodline just wanna have a good time yeah just tryna have a good time and no need to apologize no no but you gon' have to let this shit go yeah yeah don't want you in my bloodline yeah not tryna make you all mine yeah and no need to apologize no but you gon' have to let this shit go yeah  post ariana grande woo yeaheheh yeah yeah yeah yeah yeaheheh yeah yeah yeah yeah yeah yeah,2019,
Billie Eilish,everything i wanted,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO? (Target Exclusive)",11/13/2019,i had a dream i got everything i wanted not what you'd think and if i'm bein' honest it might've been a nightmare to anyone who might care thought i could fly fly so i stepped off the golden mm nobody cried cried cried cried cried nobody even noticed i saw them standing right there kinda thought they might care might care might care  pre i had a dream i got everything i wanted but when i wake up i see you with me   and you say as long as i'm here no one can hurt you don't wanna lie here but you can learn to if i could change the way that you see yourself you wouldn't wonder why you hear 'they don't deserve you'   i tried to scream but my head was underwater they called me weak like i'm not just somebody's daughter coulda been a nightmare but it felt like they were right there and it feels like yesterday was a year ago but i don't wanna let anybody know 'cause everybody wants something from me now and i don't wanna let 'em down  pre i had a dream i got everything i wanted but when i wake up i see you with me   and you say as long as i'm here no one can hurt you don't wanna lie here but you can learn to if i could change the way that you see yourself you wouldn't wonder why you hear 'they don't deserve you'   if i knew it all then would i do it again would i do it again if they knew what they said would go straight to my head what would they say instead if i knew it all then would i do it again would i do it again if they knew what they said would go straight to my head what would they say instead,2019,1
Billie Eilish,bad guy,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO? (Japanese Import)",3/29/2019,white shirt now red my bloody nose sleepin' you're on your tippy toes creepin' around like no one knows think you're so criminal bruises on both my knees for you don't say thank you or please i do what i want when i'm wanting to my soul so cynical   so you're a tough guy like it really rough guy just can't get enough guy chest always so puffed guy i'm that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i'm the bad guy duh  post i'm the bad guy   i like it when you take control even if you know that you don't own me i'll let you play the role i'll be your animal my mommy likes to sing along with me but she won't sing this song if she reads all the lyrics she'll pity the men i know   so you're a tough guy like it really rough guy just can't get enough guy chest always so puffed guy i'm that bad type make your mama sad type make your girlfriend mad tight might seduce your dad type i'm the bad guy duh  post i'm the bad guy duh i'm only good at bein' bad bad   i like when you get mad i guess i'm pretty glad that you're alone you said she's scared of me i mean i don't see what she sees but maybe it's 'cause i'm wearing your cologne   i'm a bad guy i'm i'm a bad guy bad guy bad guy i'm a bad,2019,2
Billie Eilish,idontwannabeyouanymore,dont smile at me,7/21/2017,don't be that way fall apart twice a day i just wish you could feel what you say show never tell but i know you too well kind of mood that you wish you could sell   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you anymore   hands hands getting cold losing feeling is getting old was i made from a broken mold hurt i can't shake we've made every mistake only you know the way that i break   if teardrops could be bottled there'd be swimming pools filled by models told a tight dress is what makes you a whore if i love you was a promise would you break it if you're honest tell the mirror what you know she's heard before i don't wanna be you i don't wanna be you i don't wanna be you anymore,2017,3
Billie Eilish,bury a friend,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO? (Japanese Import)",1/30/2019,mehki raine billie   billie eilish what do you want from me why don't you run from me what are you wondering what do you know why aren't you scared of me why do you care for me when we all fall asleep where do we go   billie eilish  mehki raine come here say it spit it out what is it exactly you're payin' is the amount cleanin' you out am i satisfactory today i'm thinkin' about the things that are deadly the way i'm drinkin' you down like i wanna drown like i wanna end me  refrain billie eilish step on the glass staple your tongue ahh bury a friend try to wake up ahahh cannibal class killing the son ahh bury a friend i wanna end me  pre billie eilish i wanna end me i wanna i wanna i wanna end me i wanna i wanna i wanna   billie eilish what do you want from me why don't you run from me what are you wondering what do you know why aren't you scared of me why do you care for me when we all fall asleep where do we go   billie eilish  mehki raine listen keep you in the dark what had you expected me to make you my art and make you a star and get you connected i'll meet you in the park i'll be calm and collected but we knew right from the start that you'd fall apart 'cause i'm too expensive it's probably somethin' that shouldn't be said out loud honestly i thought that i would be dead by now wow calling security keepin' my head held down bury the hatchet or bury a friend right now   billie eilish  mehki raine the debt i owe gotta sell my soul 'cause i can't say no no i can't say no then my limbs all froze and my eyes won't close and i can't say no i can't say no careful  refrain billie eilish step on the glass staple your tongue ahh bury a friend try to wake up ahahh cannibal class killing the son ahh bury a friend i wanna end me  pre billie eilish i wanna end me i wanna i wanna i wanna end me i wanna i wanna i wanna   billie eilish what do you want from me why don't you run from me what are you wondering what do you know why aren't you scared of me why do you care for me when we all fall asleep where do we go,2019,4
Billie Eilish,i love you,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO? (Japanese Import)",3/29/2019,it's not true tell me ive been lied to crying isn't like you ooh what the hell did i do never been the type to let someone see right through ooh   maybe won't you take it back say you were tryna make me laugh and nothing has to change today you didnt mean to say i love you i love you and i don't want to ooh   up all night on another redeye i wish we never learned to fly maybe we should just try to tell ourselves a good lie didn't mean to make you cry   maybe won't you take it back say you were tryna make me laugh and nothing has to change today you didn't mean to say i love you i love you and i don't want to ooh   the smile that you gave me even when you felt like dying   we fall apart as it gets dark i'm in your arms in central park there's nothing you could do or say i cant escape the way i love you i dont want to but i love you ooh ooh ooh ooh ooh,2019,5
Billie Eilish,wish you were gay,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO? (Japanese Import)",3/4/2019,baby i don't feel so good six words you never understood i'll never let you go five words you'll never say aww i laugh along like nothing's wrong four days has never felt so long if three's a crowd and two was us one slipped away hahahahahahahaha   i just wanna make you feel okay but all you do is look the other way i can't tell you how much i wish i didn't wanna stay i just kinda wish you were gay   is there a reason we're not through is there a  step just for you our conversation's all in blue  heys hey hey hey hey ten fingers tearin' out my hair nine times you never made it there i ate alone at 7 you were six minutes away yay   how am i supposed to make you feel okay when all you do is walk the other way i can't tell you how much i wish i didn't wanna stay i just kinda wish you were gay   to spare my pride to give your lack of interest an explanation don't say i'm not your type just say that i'm not your preferred sexual orientation i'm so selfish but you make me feel helpless yeah and i can't stand another day stand another day   i just wanna make you feel okay but all you do is look the other way hmm i can't tell you how much i wish i didn't wanna stay i just kinda wish you were gay i just kinda wish you were gay i just kinda wish you were gay,2019,6
